EmployeeNumber,Age,Age_group,Attrition,Attrition_flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Salary_slab,MonthlyRate,NumCompaniesWorked,OverTime,OverTime_flag,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,Tenure_Group,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
671,44,40-50,No,0,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,High,9358,4,Yes,1,12,3,1,1,26,10+,2,4,2,2,0,1
675,22,20-30,No,0,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,Low,12145,0,No,0,20,4,4,0,3,3-5,3,3,2,2,2,2
677,33,30-40,No,0,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,Medium,20431,0,No,0,12,3,4,0,6,6-10,3,3,5,0,1,2
679,32,30-40,No,0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,Medium,18089,1,Yes,1,12,3,4,1,6,6-10,2,2,6,4,0,5
680,30,30-40,No,0,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,Low,22653,1,No,0,20,4,3,1,1,0-2,2,3,1,0,0,0
682,53,50+,No,0,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381,Medium,7507,7,No,0,20,4,4,0,18,10+,2,4,14,7,8,10
683,34,30-40,No,0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,Low,7660,1,No,0,12,3,4,1,10,6-10,4,2,10,9,8,8
684,45,40-50,Yes,1,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,Low,5630,2,No,0,14,3,4,2,5,3-5,4,3,1,1,0,0
686,26,20-30,No,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,Low,17759,1,Yes,1,13,3,3,1,3,3-5,2,3,3,2,0,2
689,37,30-40,No,0,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,Medium,9606,1,No,0,15,3,3,1,10,6-10,2,3,10,7,7,8
690,29,20-30,No,0,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561,Medium,3487,1,No,0,14,3,1,1,6,6-10,5,2,6,0,1,2
691,35,30-40,No,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,Medium,19368,1,No,0,13,3,2,0,17,10+,3,3,17,11,11,8
692,33,30-40,No,0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,Medium,5335,3,No,0,23,4,3,1,15,10+,2,1,13,11,4,7
698,54,50+,No,0,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,High,6729,2,No,0,15,3,3,1,16,10+,1,4,9,7,7,1
699,36,30-40,No,0,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,Medium,13934,2,Yes,1,11,3,3,1,13,10+,2,3,3,2,0,2
700,27,20-30,No,0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,2045,Low,15174,0,No,0,13,3,4,0,5,3-5,0,3,4,2,1,1
701,20,20-30,Yes,1,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009,Low,26999,1,Yes,1,11,3,4,0,1,0-2,5,3,1,0,1,1
702,33,30-40,Yes,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348,Low,3164,1,Yes,1,11,3,1,0,10,6-10,3,3,10,8,9,7
704,35,30-40,No,0,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,Low,16900,1,No,0,18,3,3,2,1,0-2,3,3,1,0,0,0
705,23,20-30,No,0,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819,Low,8544,2,No,0,16,3,1,1,5,3-5,3,4,3,2,0,2
707,25,20-30,No,0,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851,Low,15678,0,No,0,22,4,3,1,4,3-5,4,3,3,2,1,2
709,38,30-40,No,0,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,Low,7791,0,No,0,20,4,1,0,8,6-10,2,3,7,7,0,5
710,29,20-30,No,0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720,Low,18959,1,No,0,18,3,4,1,10,6-10,5,3,10,7,2,8
712,48,40-50,No,0,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,8120,Medium,18597,3,No,0,12,3,4,0,12,10+,3,3,2,2,2,2
714,27,20-30,No,0,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647,Low,16673,1,Yes,1,20,4,2,2,6,6-10,3,3,6,5,0,4
715,37,30-40,No,0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680,Low,15232,3,No,0,17,3,1,0,4,3-5,2,3,1,0,0,0
716,50,50+,No,0,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,Low,3297,1,Yes,1,11,3,3,3,20,10+,3,3,20,8,3,8
717,34,30-40,No,0,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621,Medium,17654,1,No,0,14,3,2,0,9,6-10,3,4,8,7,7,7
720,24,20-30,Yes,1,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577,Low,24785,9,No,0,14,3,1,0,4,3-5,3,3,2,2,2,0
721,39,30-40,No,0,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,4553,Low,20978,1,No,0,11,3,1,0,20,10+,4,3,20,7,11,10
722,32,30-40,No,0,Travel_Rarely,929,Sales,10,3,Marketing,4,Male,55,3,2,Sales Executive,4,Single,5396,Medium,21703,1,No,0,12,3,4,0,10,6-10,2,2,10,7,0,8
723,50,50+,Yes,1,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,Medium,23452,3,Yes,1,14,3,1,1,18,10+,4,3,4,3,1,3
724,38,30-40,No,0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,7625,Medium,19383,0,No,0,13,3,3,0,10,6-10,4,2,9,7,1,8
725,27,20-30,No,0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,Medium,6009,1,No,0,11,3,4,0,9,6-10,3,3,9,7,0,7
727,32,30-40,No,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,11159,High,19373,3,No,0,15,3,4,0,10,6-10,6,3,7,7,7,7
728,47,40-50,No,0,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,Low,11825,2,No,0,12,3,4,0,20,10+,2,3,7,7,1,7
729,40,40-50,No,0,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,High,23772,5,Yes,1,21,4,3,1,20,10+,2,3,18,13,1,12
730,53,50+,No,0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,14814,High,13514,3,No,0,19,3,3,0,32,10+,3,3,5,1,1,3
731,41,40-50,No,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,High,8861,3,No,0,15,3,2,3,23,10+,2,2,21,6,12,6
732,60,50+,No,0,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,Medium,11924,8,No,0,14,3,4,0,10,6-10,1,3,2,2,2,2
733,27,20-30,No,0,Travel_Frequently,294,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,Medium,4809,1,No,0,21,4,3,2,9,6-10,4,2,9,7,1,7
734,41,40-50,No,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,High,19562,1,No,0,12,3,2,1,22,10+,3,3,22,7,2,10
738,50,50+,No,0,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,3875,Low,9983,7,No,0,15,3,4,1,4,3-5,2,3,2,2,2,2
741,28,20-30,Yes,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216,Low,3872,7,Yes,1,13,3,4,0,10,6-10,4,3,7,7,3,7
742,36,30-40,No,0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,High,20335,9,No,0,14,3,1,1,10,6-10,2,3,8,7,0,5
743,38,30-40,No,0,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,7861,Medium,15397,4,Yes,1,14,3,4,0,10,6-10,4,4,1,0,0,0
744,44,40-50,No,0,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708,Low,2104,2,No,0,14,3,3,0,9,6-10,5,3,5,2,1,4
746,47,40-50,No,0,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,High,10225,9,Yes,1,12,3,4,2,28,10+,2,2,22,2,11,13
747,30,30-40,No,0,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,Medium,25275,7,No,0,23,4,4,1,10,6-10,2,2,8,7,7,7
749,29,20-30,No,0,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,2642,Low,2755,1,No,0,11,3,3,0,1,0-2,6,3,1,0,0,0
752,42,40-50,Yes,1,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759,Low,20366,6,Yes,1,12,3,4,0,7,6-10,2,3,2,2,2,2
754,43,40-50,No,0,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804,Medium,23683,3,No,0,18,3,3,1,7,6-10,5,3,2,2,2,2
757,34,30-40,No,0,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,Medium,7360,3,No,0,11,3,4,0,10,6-10,2,3,5,1,4,3
758,23,20-30,No,0,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500,Low,4344,1,No,0,14,3,4,1,5,3-5,2,4,4,3,0,2
760,39,30-40,No,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389,Medium,18767,9,No,0,15,3,3,1,12,10+,3,1,8,3,3,6
762,56,50+,No,0,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,11103,High,20420,7,No,0,11,3,3,0,30,10+,1,2,10,7,1,1
763,40,40-50,No,0,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342,Low,22929,0,Yes,1,20,4,4,0,5,3-5,2,2,4,2,2,3
764,27,20-30,No,0,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,Medium,23398,8,No,0,19,3,1,0,9,6-10,2,1,7,6,0,7
766,29,20-30,No,0,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297,Low,17967,1,No,0,14,3,4,2,2,0-2,2,3,2,2,2,2
769,53,50+,No,0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2450,Low,10919,2,No,0,17,3,4,0,19,10+,4,3,2,2,2,2
771,35,30-40,No,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,Medium,4761,2,No,0,11,3,1,1,16,10+,2,4,1,0,0,0
772,32,30-40,No,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,Medium,21146,1,No,0,15,3,4,2,10,6-10,2,3,10,8,4,7
773,38,30-40,No,0,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057,Low,20471,6,Yes,1,13,3,2,1,6,6-10,0,1,1,0,0,1
775,34,30-40,No,0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,Medium,4187,3,No,0,14,3,3,1,7,6-10,3,3,0,0,0,0
776,52,50+,No,0,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856,High,10084,1,No,0,11,3,1,0,34,10+,3,4,34,6,1,16
780,33,30-40,Yes,1,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,2686,Low,5207,1,Yes,1,13,3,3,0,10,6-10,2,2,10,9,7,8
781,25,20-30,No,0,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180,Medium,22807,1,No,0,23,4,2,0,6,6-10,5,2,6,5,1,4
783,45,40-50,No,0,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,6632,Medium,12388,0,No,0,13,3,1,0,9,6-10,3,3,8,7,3,1
784,23,20-30,No,0,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505,Low,19630,1,No,0,18,3,4,0,2,0-2,3,3,2,2,0,2
785,47,40-50,Yes,1,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397,Medium,10339,4,Yes,1,12,3,4,0,8,6-10,2,3,5,4,1,3
786,34,30-40,No,0,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,6274,Medium,18686,1,No,0,22,4,3,0,6,6-10,5,3,6,5,1,4
787,55,50+,Yes,1,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,High,21199,5,Yes,1,13,3,4,1,24,10+,2,3,5,2,1,4
789,36,30-40,No,0,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,Medium,14229,1,No,0,15,3,2,0,10,6-10,1,3,10,7,0,9
791,52,50+,No,0,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,Low,26589,0,No,0,18,3,1,1,5,3-5,3,3,4,3,1,2
792,26,20-30,No,0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,Low,5288,3,No,0,14,3,1,1,5,3-5,2,3,2,2,2,0
793,29,20-30,No,0,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4335,Low,25549,4,No,0,12,3,1,1,11,10+,3,2,8,7,1,1
796,26,20-30,Yes,1,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5326,Medium,3064,6,No,0,17,3,3,0,6,6-10,2,2,4,3,1,2
797,34,30-40,No,0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,3280,Low,13551,2,No,0,16,3,3,0,10,6-10,2,3,4,2,1,3
799,54,50+,No,0,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,Medium,22670,9,Yes,1,11,3,2,2,9,6-10,4,3,5,3,1,4
800,27,20-30,No,0,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342,Low,24008,0,No,0,19,3,2,1,5,3-5,3,3,4,2,1,1
802,37,30-40,No,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,Low,19905,0,Yes,1,13,3,2,2,6,6-10,3,2,5,3,4,3
803,38,30-40,No,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,Medium,26085,6,Yes,1,12,3,4,0,17,10+,2,3,15,7,4,12
804,34,30-40,No,0,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381,Low,7530,1,No,0,11,3,3,0,6,6-10,3,3,6,5,1,3
805,35,30-40,No,0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572,Low,20317,1,No,0,16,3,2,1,3,3-5,1,2,3,2,0,2
806,30,30-40,No,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3833,Low,24375,3,No,0,21,4,3,2,7,6-10,2,3,2,2,0,2
807,40,40-50,No,0,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,Low,9931,1,No,0,24,4,4,1,8,6-10,2,3,8,7,3,7
808,34,30-40,No,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,6500,Medium,13305,5,No,0,17,3,2,1,6,6-10,1,3,3,2,1,2
809,42,40-50,No,0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,18430,High,16225,1,No,0,13,3,2,1,24,10+,4,2,24,7,14,9
811,23,20-30,Yes,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601,Low,3445,1,Yes,1,21,4,3,2,1,0-2,2,3,0,0,0,0
812,24,20-30,No,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,Low,26551,1,No,0,11,3,3,3,1,0-2,4,3,1,0,0,0
813,52,50+,No,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149,Low,21821,8,No,0,20,4,2,1,9,6-10,3,3,5,2,1,4
815,50,50+,No,0,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,17639,High,6881,5,No,0,16,3,4,0,30,10+,3,3,4,3,0,3
816,29,20-30,Yes,1,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,Low,6689,1,Yes,1,11,3,4,1,1,0-2,1,3,1,0,0,0
817,33,30-40,No,0,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691,High,25995,0,No,0,11,3,4,0,14,10+,3,4,13,9,3,7
819,33,30-40,Yes,1,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324,Medium,26507,5,No,0,15,3,3,0,6,6-10,3,3,3,2,0,2
820,47,40-50,No,0,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,High,12982,1,Yes,1,11,3,3,1,26,10+,3,2,26,14,3,0
823,36,30-40,No,0,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,5228,Medium,23361,0,No,0,15,3,1,1,10,6-10,2,3,9,7,0,5
824,29,20-30,No,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,Low,23779,1,No,0,24,4,3,1,10,6-10,3,3,10,7,0,7
825,58,50+,Yes,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246,High,25761,7,Yes,1,12,3,4,0,40,10+,2,3,31,15,13,8
826,35,30-40,No,0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,2506,Low,13301,3,No,0,13,3,3,0,7,6-10,0,3,2,2,2,2
827,42,40-50,No,0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,6062,Medium,4051,9,Yes,1,13,3,4,1,8,6-10,4,3,4,3,0,2
828,28,20-30,Yes,1,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,4382,Low,16374,6,No,0,17,3,4,0,5,3-5,3,2,2,2,2,1
829,36,30-40,No,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,2143,Low,25527,4,No,0,13,3,2,1,8,6-10,2,3,5,2,0,4
830,32,30-40,No,0,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,6162,Medium,19124,1,No,0,12,3,3,1,14,10+,3,3,14,13,6,8
832,40,40-50,No,0,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,5094,Medium,11983,6,No,0,14,3,4,0,10,6-10,6,3,1,0,0,0
833,30,30-40,No,0,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,6877,Medium,20234,5,Yes,1,24,4,2,0,12,10+,4,2,0,0,0,0
834,45,40-50,No,0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,Low,6153,1,No,0,14,3,4,0,1,0-2,3,3,1,0,0,0
836,42,40-50,No,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,Low,11806,1,No,0,13,3,4,1,10,6-10,3,2,9,8,7,8
837,38,30-40,No,0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,Medium,4284,2,No,0,15,3,3,1,13,10+,3,2,4,3,1,2
838,34,30-40,No,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,2553,Low,8306,1,No,0,16,3,3,0,6,6-10,3,3,5,2,1,3
840,49,40-50,Yes,1,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,7654,Medium,5860,1,No,0,18,3,1,2,9,6-10,3,4,9,8,7,7
842,55,50+,Yes,1,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,5160,Medium,21519,4,No,0,16,3,3,0,12,10+,3,2,9,7,7,3
843,43,40-50,No,0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,17159,High,5200,6,No,0,24,4,3,1,22,10+,3,3,4,1,1,0
844,27,20-30,No,0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,12808,High,8842,1,Yes,1,16,3,2,1,9,6-10,3,3,9,8,0,8
845,35,30-40,No,0,Travel_Rarely,950,Research & Development,7,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,10221,High,18869,3,No,0,21,4,2,0,17,10+,3,4,8,5,1,6
846,28,20-30,No,0,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,4779,Low,3698,1,Yes,1,20,4,1,0,8,6-10,2,3,8,7,7,5
847,34,30-40,No,0,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,3737,Low,2243,0,No,0,19,3,3,1,4,3-5,1,1,3,2,0,2
848,26,20-30,Yes,1,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,2366,Low,20898,1,Yes,1,14,3,1,1,8,6-10,2,3,8,7,1,7
850,27,20-30,No,0,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1706,Low,16571,1,No,0,11,3,3,3,0,0-2,6,2,0,0,0,0
851,51,50+,No,0,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307,High,5594,2,No,0,14,3,3,1,29,10+,2,2,20,6,4,17
852,44,40-50,No,0,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,5933,Medium,5197,9,No,0,12,3,4,0,10,6-10,2,2,5,2,2,3
854,25,20-30,No,0,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,3424,Low,21632,7,No,0,13,3,3,0,6,6-10,3,2,4,3,0,1
855,33,30-40,No,0,Travel_Rarely,586,Sales,1,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,4037,Low,21816,1,No,0,22,4,1,1,9,6-10,5,3,9,8,0,8
856,35,30-40,No,0,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,2559,Low,17852,1,No,0,11,3,4,0,6,6-10,3,2,6,5,1,1
857,36,30-40,No,0,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,6201,Medium,2823,1,Yes,1,14,3,4,1,18,10+,1,2,18,14,4,11
859,32,30-40,No,0,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,4403,Low,9250,2,No,0,11,3,3,1,8,6-10,3,2,5,2,0,3
861,30,30-40,No,0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,3761,Low,2373,9,No,0,12,3,2,1,10,6-10,3,2,5,4,0,3
862,53,50+,No,0,Travel_Rarely,661,Sales,7,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,10934,High,20715,7,Yes,1,18,3,4,1,35,10+,3,3,5,2,0,4
864,45,40-50,No,0,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,10761,High,19239,4,Yes,1,12,3,3,1,18,10+,2,3,5,4,0,2
865,32,30-40,No,0,Travel_Rarely,638,Research & Development,8,2,Medical,3,Female,91,4,2,Research Scientist,3,Married,5175,Medium,22162,5,No,0,12,3,3,1,9,6-10,3,2,5,3,1,3
867,52,50+,No,0,Travel_Frequently,890,Research & Development,25,4,Medical,3,Female,81,2,4,Manufacturing Director,4,Married,13826,High,19028,3,No,0,22,4,3,0,31,10+,3,3,9,8,0,0
868,37,30-40,No,0,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,6334,Medium,24558,4,No,0,19,3,4,2,9,6-10,2,3,1,0,0,0
